case_id,opened_date,closed_date,category,region,status,cycle_time_days,is_exception
OPS-101400,2025-02-07,2025-02-10,Billing Inquiry,Southeast,Closed,3.29,False
OPS-101905,2025-02-07,2025-02-12,Account Setup,Southwest,Closed,5.69,False
OPS-102046,2025-02-07,2025-02-11,Data Correction,Northeast,Closed,4.25,False
OPS-101777,2025-02-08,2025-02-14,Account Setup,Southeast,Closed,6.84,False
OPS-101539,2025-02-09,2025-03-10,Eligibility Check,Southeast,Closed,29.36,False
OPS-101190,2025-02-09,2025-02-13,Account Setup,Southeast,Closed,4.47,False
OPS-100106,2025-02-09,2025-02-12,Eligibility Check,West,Closed,3.89,False
OPS-100545,2025-02-09,2025-02-26,Dispute Resolution,Northeast,Closed,17.23,False
OPS-102160,2025-02-09,2025-02-11,Billing Inquiry,Southwest,Closed,2.12,False
OPS-102071,2025-02-09,2025-02-10,Eligibility Check,Northeast,Closed,1.92,False
OPS-100591,2025-02-09,2025-02-12,Account Setup,Southwest,Closed,3.54,False
OPS-100009,2025-02-10,2025-02-13,Account Setup,Midwest,Closed,3.91,False
OPS-101019,2025-02-10,2025-02-12,Billing Inquiry,Southeast,Closed,1.98,False
OPS-100944,2025-02-10,2025-02-10,Data Correction,Midwest,Closed,0.37,False
OPS-101288,2025-02-10,2025-02-13,Billing Inquiry,Midwest,Closed,3.26,False
OPS-101832,2025-02-10,2025-02-11,Service Request,Midwest,Closed,1.42,False
OPS-102052,2025-02-10,2025-02-13,Billing Inquiry,West,Closed,3.62,True
OPS-101749,2025-02-10,2025-02-14,Billing Inquiry,Southeast,Closed,4.79,False
OPS-100683,2025-02-11,2025-03-24,Billing Inquiry,Southeast,Closed,41.63,False
OPS-101941,2025-02-11,2025-02-12,Eligibility Check,Northeast,Closed,1.9,False
OPS-100728,2025-02-11,2025-02-15,Documentation Review,Northeast,Closed,4.83,False
OPS-100782,2025-02-11,2025-02-13,Account Setup,West,Closed,2.09,False
OPS-100395,2025-02-11,2025-02-14,Renewal Processing,Northeast,Closed,3.74,False
OPS-100252,2025-02-11,2025-02-13,Service Request,Northeast,Closed,2.84,False
OPS-100110,2025-02-12,2025-02-18,Renewal Processing,Southeast,Closed,6.29,False
OPS-100457,2025-02-12,2025-02-14,Service Request,Northeast,Closed,2.58,False
OPS-102024,2025-02-12,2025-02-14,Billing Inquiry,Southwest,Closed,2.25,False
OPS-101089,2025-02-12,2025-02-18,Documentation Review,Midwest,Closed,6.56,False
OPS-100398,2025-02-12,2025-02-15,Renewal Processing,Northeast,Closed,3.21,False
OPS-101001,2025-02-12,2025-02-15,Renewal Processing,Midwest,Closed,3.74,False
OPS-101422,2025-02-12,2025-02-20,Eligibility Check,Midwest,Closed,8.17,False
OPS-101507,2025-02-13,2025-02-18,Service Request,Southeast,Closed,5.02,False
OPS-100759,2025-02-13,2025-03-31,Renewal Processing,Southwest,Closed,46.55,False
OPS-101364,2025-02-13,2025-02-18,Renewal Processing,Midwest,Closed,5.62,False
OPS-101009,2025-02-13,2025-02-14,Account Setup,Southwest,Closed,1.94,False
OPS-101565,2025-02-13,2025-02-16,Dispute Resolution,Northeast,Closed,3.74,False
OPS-101290,2025-02-13,2025-02-14,Service Request,Northeast,Closed,1.41,False
OPS-100056,2025-02-13,2025-02-13,Renewal Processing,Northeast,Closed,0.58,False
OPS-101136,2025-02-13,2025-02-23,Eligibility Check,Midwest,Closed,10.5,False
OPS-100087,2025-02-13,2025-02-23,Dispute Resolution,West,Closed,10.17,False
OPS-100976,2025-02-14,2025-02-14,Data Correction,West,Closed,0.88,False
OPS-101176,2025-02-14,2025-03-19,Account Setup,Southeast,Closed,33.83,False
OPS-101976,2025-02-14,2025-02-21,Service Request,Midwest,Closed,7.78,False
OPS-101645,2025-02-14,2025-02-15,Eligibility Check,Northeast,Closed,1.3,False
OPS-101357,2025-02-14,2025-02-20,Renewal Processing,Southeast,Closed,6.94,False
OPS-100623,2025-02-14,2025-02-21,Renewal Processing,Southeast,Closed,7.1,False
OPS-100305,2025-02-14,2025-02-15,Account Setup,Northeast,Closed,1.82,False
OPS-101321,2025-02-15,2025-02-16,Data Correction,Northeast,Closed,1.42,False
OPS-100354,2025-02-15,2025-02-17,Billing Inquiry,West,Closed,2.93,False
OPS-102089,2025-02-16,2025-02-17,Service Request,West,Closed,1.4,False
OPS-100026,2025-02-16,2025-02-20,Service Request,Southeast,Closed,4.84,False
OPS-101544,2025-02-16,2025-02-18,Account Setup,Southwest,Closed,2.34,True
OPS-100236,2025-02-16,2025-02-22,Service Request,Southwest,Closed,6.68,False
OPS-100900,2025-02-17,2025-02-20,Renewal Processing,Northeast,Closed,3.87,False
OPS-101830,2025-02-17,2025-02-20,Eligibility Check,Northeast,Closed,3.18,False
OPS-100855,2025-02-17,2025-02-21,Eligibility Check,Midwest,Closed,4.13,False
OPS-100034,2025-02-17,2025-02-20,Dispute Resolution,West,Closed,3.65,False
OPS-100983,2025-02-17,2025-02-18,Billing Inquiry,Southeast,Closed,1.78,False
OPS-100883,2025-02-17,2025-02-19,Dispute Resolution,Midwest,Closed,2.7,False
OPS-101487,2025-02-17,2025-02-23,Renewal Processing,West,Closed,6.76,False
OPS-101226,2025-02-17,2025-02-17,Account Setup,West,Closed,0.93,False
OPS-101642,2025-02-17,2025-02-21,Service Request,Southeast,Closed,4.32,False
OPS-101779,2025-02-17,2025-02-19,Service Request,Southwest,Closed,2.28,True
OPS-100550,2025-02-17,2025-02-20,Billing Inquiry,Southwest,Closed,3.87,False
OPS-100061,2025-02-18,2025-02-20,Renewal Processing,Southeast,Closed,2.74,False
OPS-100144,2025-02-18,2025-02-21,Dispute Resolution,Northeast,Closed,3.94,False
OPS-101817,2025-02-18,2025-02-19,Eligibility Check,Northeast,Closed,1.54,False
OPS-101968,2025-02-18,2025-02-21,Eligibility Check,Southeast,Closed,3.62,False
OPS-101012,2025-02-18,2025-03-14,Dispute Resolution,Southeast,Closed,24.6,False
OPS-101704,2025-02-19,2025-03-04,Documentation Review,Southeast,Closed,13.49,False
OPS-102057,2025-02-19,2025-02-22,Eligibility Check,West,Closed,3.75,False
OPS-101227,2025-02-19,2025-02-19,Data Correction,Southwest,Closed,0.95,False
OPS-100471,2025-02-19,2025-02-21,Eligibility Check,Northeast,Closed,2.36,False
OPS-101936,2025-02-19,2025-02-20,Eligibility Check,Northeast,Closed,1.83,False
OPS-101489,2025-02-19,2025-02-20,Documentation Review,Southeast,Closed,1.21,False
OPS-100486,2025-02-19,2025-02-24,Billing Inquiry,Midwest,Closed,5.59,False
OPS-101748,2025-02-19,2025-02-22,Data Correction,Midwest,Closed,3.08,False
OPS-100037,2025-02-19,2025-02-21,Billing Inquiry,Northeast,Closed,2.26,False
OPS-101994,2025-02-19,2025-02-22,Billing Inquiry,Southeast,Closed,3.06,False
OPS-100709,2025-02-19,2025-02-20,Service Request,West,Closed,1.55,False
OPS-102055,2025-02-20,2025-02-25,Account Setup,West,Closed,5.32,False
OPS-101527,2025-02-20,2025-02-21,Billing Inquiry,Midwest,Closed,1.61,False
OPS-101922,2025-02-20,2025-02-21,Data Correction,Northeast,Closed,1.05,False
OPS-100383,2025-02-20,2025-02-22,Billing Inquiry,Midwest,Closed,2.68,False
OPS-101630,2025-02-20,2025-02-25,Eligibility Check,Midwest,Closed,5.87,False
OPS-100310,2025-02-20,2025-02-22,Eligibility Check,Northeast,Closed,2.86,False
OPS-101479,2025-02-20,2025-02-24,Account Setup,West,Closed,4.84,False
OPS-101568,2025-02-20,2025-02-23,Service Request,Southeast,Closed,3.3,False
OPS-100600,2025-02-20,2025-03-07,Renewal Processing,Midwest,Closed,15.73,False
OPS-100753,2025-02-20,2025-02-23,Renewal Processing,Midwest,Closed,3.47,False
OPS-100572,2025-02-21,2025-02-24,Data Correction,Northeast,Closed,3.47,False
OPS-101421,2025-02-21,2025-02-23,Billing Inquiry,Northeast,Closed,2.37,False
OPS-100137,2025-02-21,2025-02-24,Documentation Review,West,Closed,3.35,False
OPS-100321,2025-02-21,2025-03-02,Service Request,West,Closed,9.08,False
OPS-100903,2025-02-21,2025-02-22,Dispute Resolution,Southwest,Closed,1.49,False
OPS-100965,2025-02-21,2025-02-26,Service Request,Southwest,Closed,5.78,False
OPS-101535,2025-02-21,2025-02-26,Renewal Processing,Southwest,Closed,4.97,False
OPS-101088,2025-02-21,2025-02-25,Account Setup,West,Closed,4.3,False
OPS-101342,2025-02-21,2025-02-21,Data Correction,Midwest,Closed,0.07,False
OPS-101827,2025-02-21,2025-02-23,Service Request,Southwest,Closed,2.6,False
OPS-100221,2025-02-24,2025-02-27,Billing Inquiry,Midwest,Closed,3.21,True
OPS-101207,2025-02-24,2025-02-27,Billing Inquiry,Northeast,Closed,3.68,False
OPS-101478,2025-02-24,2025-02-26,Billing Inquiry,Southeast,Closed,2.11,True
OPS-100140,2025-02-24,2025-02-26,Billing Inquiry,Northeast,Closed,2.85,False
OPS-101821,2025-02-25,2025-02-28,Billing Inquiry,Midwest,Closed,3.51,False
OPS-100958,2025-02-25,2025-03-04,Renewal Processing,West,Closed,7.35,False
OPS-100557,2025-02-25,2025-02-28,Service Request,Northeast,Closed,3.55,False
OPS-101077,2025-02-25,2025-03-04,Eligibility Check,Southwest,Closed,7.33,False
OPS-100141,2025-02-25,2025-02-27,Account Setup,West,Closed,2.72,False
OPS-100621,2025-02-25,2025-03-02,Service Request,Southwest,Closed,5.23,False
OPS-100745,2025-02-25,2025-03-13,Documentation Review,Northeast,Closed,16.65,False
OPS-101148,2025-02-25,2025-03-05,Dispute Resolution,West,Closed,8.39,False
OPS-102006,2025-02-25,2025-02-27,Billing Inquiry,Southwest,Closed,1.96,False
OPS-100559,2025-02-26,2025-02-28,Eligibility Check,West,Closed,1.96,False
OPS-102097,2025-02-26,2025-03-01,Service Request,Midwest,Closed,3.4,False
OPS-101269,2025-02-26,2025-03-01,Renewal Processing,Southwest,Closed,3.09,False
OPS-100125,2025-02-26,2025-02-28,Renewal Processing,Southeast,Closed,2.92,False
OPS-101829,2025-02-26,2025-03-03,Renewal Processing,Southeast,Closed,5.84,False
OPS-101920,2025-02-26,2025-03-02,Renewal Processing,Midwest,Closed,4.41,False
OPS-100508,2025-02-26,2025-03-02,Billing Inquiry,Southwest,Closed,4.24,True
OPS-100358,2025-02-26,2025-02-28,Eligibility Check,Midwest,Closed,2.04,False
OPS-101569,2025-02-26,2025-02-28,Service Request,Northeast,Closed,2.93,False
OPS-101724,2025-02-27,,Billing Inquiry,Midwest,Open,,False
OPS-101320,2025-02-27,2025-04-07,Eligibility Check,Midwest,Closed,39.05,False
OPS-100677,2025-02-27,2025-03-11,Documentation Review,Northeast,Closed,12.43,False
OPS-101557,2025-02-27,2025-02-28,Billing Inquiry,Midwest,Closed,1.76,False
OPS-101331,2025-02-27,2025-02-28,Account Setup,Midwest,Closed,1.48,False
OPS-100906,2025-02-27,2025-03-02,Billing Inquiry,Southeast,Closed,3.49,False
OPS-101473,2025-02-27,2025-03-07,Documentation Review,Northeast,Closed,8.05,False
OPS-100580,2025-02-28,2025-03-01,Account Setup,Northeast,Closed,1.88,False
OPS-100089,2025-02-28,2025-03-01,Billing Inquiry,Northeast,Closed,1.09,False
OPS-101268,2025-02-28,2025-02-28,Billing Inquiry,Southeast,Closed,0.89,False
OPS-101852,2025-02-28,2025-03-05,Eligibility Check,West,Closed,5.23,False
OPS-101818,2025-02-28,2025-03-07,Account Setup,West,Closed,7.62,False
OPS-101126,2025-02-28,2025-03-05,Documentation Review,Midwest,Closed,5.25,False
OPS-100202,2025-02-28,2025-03-09,Dispute Resolution,Southwest,Closed,9.75,True
OPS-102172,2025-03-01,2025-03-01,Eligibility Check,Southwest,Closed,0.39,False
OPS-102169,2025-03-01,2025-03-09,Documentation Review,West,Closed,8.24,False
OPS-102066,2025-03-01,2025-03-09,Documentation Review,Southeast,Closed,8.51,True
OPS-100503,2025-03-02,2025-03-03,Data Correction,West,Closed,1.26,False
OPS-101686,2025-03-02,2025-03-07,Renewal Processing,West,Closed,5.4,False
OPS-100437,2025-03-03,2025-03-06,Billing Inquiry,Midwest,Closed,3.82,False
OPS-101174,2025-03-03,2025-03-06,Eligibility Check,Midwest,Closed,3.56,False
OPS-100277,2025-03-03,2025-03-10,Billing Inquiry,Northeast,Closed,7.53,False
OPS-101687,2025-03-03,2025-03-05,Data Correction,Southeast,Closed,2.1,False
OPS-100209,2025-03-03,2025-03-12,Renewal Processing,Northeast,Closed,9.0,False
OPS-102062,2025-03-03,2025-03-03,Billing Inquiry,Northeast,Closed,0.77,False
OPS-102069,2025-03-03,2025-03-10,Dispute Resolution,Southwest,Closed,7.04,True
OPS-101880,2025-03-03,2025-03-08,Documentation Review,West,Closed,5.29,False
OPS-101505,2025-03-03,2025-03-05,Account Setup,Midwest,Closed,2.79,False
OPS-100808,2025-03-03,2025-03-04,Account Setup,Midwest,Closed,1.23,False
OPS-102134,2025-03-03,2025-03-04,Data Correction,Midwest,Closed,1.54,False
OPS-100575,2025-03-03,2025-03-14,Documentation Review,Midwest,Closed,11.43,False
OPS-100744,2025-03-04,2025-03-06,Billing Inquiry,Southwest,Closed,1.99,False
OPS-100469,2025-03-04,2025-03-08,Eligibility Check,Southwest,Closed,4.54,False
OPS-101475,2025-03-04,2025-03-10,Data Correction,Northeast,Closed,6.26,True
OPS-101032,2025-03-04,2025-03-05,Eligibility Check,Southeast,Closed,1.7,False
OPS-101969,2025-03-04,2025-03-16,Eligibility Check,Southeast,Closed,12.36,False
OPS-100720,2025-03-05,2025-03-08,Renewal Processing,Southeast,Closed,3.3,False
OPS-100499,2025-03-05,2025-03-08,Data Correction,Midwest,Closed,3.65,False
OPS-102197,2025-03-05,2025-03-13,Dispute Resolution,Northeast,Closed,8.86,False
OPS-101437,2025-03-06,2025-03-10,Billing Inquiry,Northeast,Closed,4.29,False
OPS-100839,2025-03-06,2025-03-08,Service Request,Midwest,Closed,2.8,False
OPS-100729,2025-03-06,2025-03-09,Service Request,Midwest,Closed,3.44,False
OPS-100859,2025-03-06,2025-03-09,Billing Inquiry,West,Closed,3.53,False
OPS-102031,2025-03-06,2025-03-06,Account Setup,Midwest,Closed,0.8,False
OPS-100303,2025-03-06,2025-03-10,Data Correction,Southwest,Closed,4.43,False
OPS-100647,2025-03-06,2025-03-07,Account Setup,Southwest,Closed,1.01,False
OPS-101826,2025-03-06,2025-03-09,Service Request,Southeast,Closed,3.38,False
OPS-100171,2025-03-06,2025-03-11,Billing Inquiry,Southeast,Closed,4.98,False
OPS-101131,2025-03-06,2025-03-06,Billing Inquiry,Northeast,Closed,0.2,False
OPS-100182,2025-03-07,2025-03-10,Account Setup,West,Closed,2.95,True
OPS-102110,2025-03-07,2025-03-08,Eligibility Check,Southwest,Closed,1.78,False
OPS-101474,2025-03-07,2025-03-15,Dispute Resolution,Southeast,Closed,8.59,False
OPS-100842,2025-03-07,2025-03-11,Dispute Resolution,Midwest,Closed,4.11,False
OPS-101999,2025-03-07,2025-03-09,Account Setup,Northeast,Closed,2.49,False
OPS-101356,2025-03-07,,Eligibility Check,Northeast,Open,,False
OPS-100504,2025-03-07,2025-03-12,Service Request,Midwest,Closed,5.81,False
OPS-101621,2025-03-07,2025-03-13,Service Request,Midwest,Closed,6.29,False
OPS-100957,2025-03-07,2025-03-07,Account Setup,Southeast,Closed,0.85,False
OPS-100147,2025-03-08,2025-03-11,Data Correction,Northeast,Closed,3.3,False
OPS-101215,2025-03-09,2025-03-13,Billing Inquiry,Southwest,Closed,4.83,False
OPS-100355,2025-03-09,2025-03-12,Service Request,Northeast,Closed,3.35,False
OPS-102015,2025-03-09,2025-03-14,Billing Inquiry,Northeast,Closed,5.57,False
OPS-101365,2025-03-09,2025-03-10,Data Correction,Midwest,Closed,1.8,True
OPS-101695,2025-03-09,2025-03-16,Service Request,Southeast,Closed,7.09,False
OPS-101775,2025-03-09,2025-03-11,Billing Inquiry,Midwest,Closed,1.96,False
OPS-100899,2025-03-09,2025-04-08,Billing Inquiry,Southwest,Closed,30.49,False
OPS-100536,2025-03-10,2025-03-11,Billing Inquiry,Southeast,Closed,1.36,False
OPS-100288,2025-03-10,2025-03-11,Account Setup,Northeast,Closed,1.29,False
OPS-102184,2025-03-10,2025-03-12,Data Correction,West,Closed,2.18,True
OPS-101258,2025-03-10,2025-03-12,Account Setup,Midwest,Closed,2.28,True
OPS-100695,2025-03-11,2025-03-14,Account Setup,Southwest,Closed,2.97,False
OPS-101679,2025-03-11,2025-03-28,Documentation Review,Midwest,Closed,17.89,False
OPS-101822,2025-03-11,2025-03-11,Billing Inquiry,West,Closed,0.42,False
OPS-101521,2025-03-11,2025-03-13,Eligibility Check,West,Closed,2.48,False
OPS-101863,2025-03-11,2025-03-16,Service Request,Southwest,Closed,5.73,False
OPS-100959,2025-03-11,2025-03-12,Billing Inquiry,Southeast,Closed,1.92,False
OPS-101868,2025-03-11,2025-03-16,Renewal Processing,Midwest,Closed,5.36,False
OPS-101023,2025-03-12,2025-03-13,Service Request,Midwest,Closed,1.8,False
OPS-100243,2025-03-12,2025-03-17,Eligibility Check,Midwest,Closed,5.72,True
OPS-102075,2025-03-12,2025-03-12,Account Setup,Southeast,Closed,0.66,False
OPS-100327,2025-03-12,2025-03-14,Renewal Processing,West,Closed,2.73,False
OPS-100950,2025-03-12,2025-03-18,Account Setup,Southeast,Closed,6.1,False
OPS-102028,2025-03-12,2025-03-19,Eligibility Check,Southwest,Closed,6.99,False
OPS-100581,2025-03-12,2025-03-14,Account Setup,Midwest,Closed,2.44,False
OPS-101747,2025-03-12,2025-03-14,Account Setup,West,Closed,2.54,False
OPS-101738,2025-03-12,2025-03-18,Eligibility Check,Northeast,Closed,6.54,True
OPS-100978,2025-03-12,,Account Setup,Southwest,Open,,False
OPS-102135,2025-03-12,2025-03-12,Account Setup,Northeast,Closed,0.58,False
OPS-102111,2025-03-13,2025-03-14,Dispute Resolution,Midwest,Closed,1.25,False
OPS-101396,2025-03-13,2025-03-18,Data Correction,Southwest,Closed,5.2,False
OPS-101382,2025-03-13,2025-03-15,Documentation Review,Northeast,Closed,2.35,False
OPS-100817,2025-03-13,2025-03-17,Account Setup,Midwest,Closed,4.23,False
OPS-100302,2025-03-13,2025-03-24,Renewal Processing,Midwest,Closed,11.7,False
OPS-101154,2025-03-13,2025-03-15,Eligibility Check,Midwest,Closed,2.28,True
OPS-100323,2025-03-13,2025-03-21,Service Request,Southeast,Closed,8.51,False
OPS-101332,2025-03-14,2025-03-22,Eligibility Check,West,Closed,8.75,False
OPS-101447,2025-03-14,2025-03-20,Documentation Review,Midwest,Closed,6.43,False
OPS-100569,2025-03-14,2025-03-26,Renewal Processing,West,Closed,12.88,False
OPS-100960,2025-03-14,2025-03-16,Renewal Processing,Midwest,Closed,2.66,False
OPS-101167,2025-03-14,2025-03-20,Service Request,Northeast,Closed,5.97,False
OPS-101461,2025-03-15,2025-03-17,Renewal Processing,Southeast,Closed,2.18,False
OPS-100689,2025-03-15,2025-03-15,Account Setup,Northeast,Closed,0.79,False
OPS-101058,2025-03-16,2025-03-18,Service Request,Southeast,Closed,2.45,False
OPS-101417,2025-03-17,2025-03-20,Account Setup,Midwest,Closed,3.2,False
OPS-101076,2025-03-17,2025-03-23,Eligibility Check,West,Closed,6.32,False
OPS-100923,2025-03-17,2025-03-19,Eligibility Check,West,Closed,1.97,False
OPS-101878,2025-03-18,2025-03-19,Account Setup,Southeast,Closed,1.94,False
OPS-101416,2025-03-18,2025-03-22,Documentation Review,Midwest,Closed,4.37,False
OPS-101815,2025-03-18,2025-03-20,Eligibility Check,Southeast,Closed,2.7,False
OPS-102047,2025-03-18,2025-03-23,Account Setup,Northeast,Closed,4.99,False
OPS-100495,2025-03-19,2025-03-23,Billing Inquiry,Southeast,Closed,4.12,False
OPS-101956,2025-03-19,2025-03-25,Renewal Processing,Northeast,Closed,6.82,False
OPS-101201,2025-03-19,2025-03-20,Data Correction,Southeast,Closed,1.33,False
OPS-101572,2025-03-19,2025-03-24,Service Request,Southeast,Closed,5.65,False
OPS-101913,2025-03-19,2025-03-21,Eligibility Check,Midwest,Closed,2.34,False
OPS-101532,2025-03-19,2025-03-23,Service Request,Midwest,Closed,4.12,False
OPS-100610,2025-03-20,2025-03-20,Account Setup,West,Closed,0.3,False
OPS-100153,2025-03-20,2025-03-21,Eligibility Check,Midwest,Closed,1.03,False
OPS-100016,2025-03-20,2025-03-24,Account Setup,Southeast,Closed,4.84,False
OPS-100968,2025-03-20,2025-03-21,Account Setup,Southwest,Closed,1.44,False
OPS-100919,2025-03-20,2025-03-28,Billing Inquiry,Southeast,Closed,8.35,False
OPS-100164,2025-03-20,2025-03-23,Service Request,West,Closed,3.77,False
OPS-100380,2025-03-20,2025-03-22,Account Setup,West,Closed,2.93,False
OPS-100065,2025-03-20,2025-03-26,Account Setup,West,Closed,6.36,False
OPS-101892,2025-03-20,2025-03-22,Data Correction,Southwest,Closed,1.95,False
OPS-100227,2025-03-20,2025-03-28,Service Request,Northeast,Closed,8.51,False
OPS-101292,2025-03-20,2025-03-20,Data Correction,Midwest,Closed,0.74,False
OPS-100831,2025-03-20,2025-03-21,Account Setup,Northeast,Closed,0.96,False
OPS-100628,2025-03-20,2025-03-22,Data Correction,Midwest,Closed,2.25,False
OPS-101798,2025-03-20,2025-03-25,Billing Inquiry,West,Closed,5.71,False
OPS-101125,2025-03-20,2025-03-26,Data Correction,Midwest,Closed,6.38,False
OPS-100541,2025-03-21,2025-03-22,Data Correction,Northeast,Closed,1.13,False
OPS-101587,2025-03-21,2025-03-22,Account Setup,Southwest,Closed,1.54,False
OPS-100078,2025-03-21,2025-03-23,Data Correction,Southeast,Closed,2.01,False
OPS-100066,2025-03-22,2025-04-18,Dispute Resolution,Northeast,Closed,27.73,True
OPS-101212,2025-03-23,2025-03-30,Eligibility Check,Southwest,Closed,7.71,False
OPS-101879,2025-03-23,2025-03-28,Eligibility Check,Southeast,Closed,5.22,False
OPS-101723,2025-03-24,2025-03-31,Renewal Processing,Midwest,Closed,7.56,False
OPS-101217,2025-03-24,2025-03-27,Dispute Resolution,Southwest,Closed,3.53,False
OPS-100705,2025-03-24,2025-03-25,Service Request,Southeast,Closed,1.07,False
OPS-101301,2025-03-24,2025-03-28,Service Request,Southeast,Closed,4.66,False
OPS-101030,2025-03-24,2025-03-27,Documentation Review,Northeast,Closed,3.55,False
OPS-102191,2025-03-24,2025-03-29,Dispute Resolution,Southeast,Closed,5.72,False
OPS-101316,2025-03-24,2025-03-30,Service Request,West,Closed,6.24,False
OPS-101343,2025-03-24,2025-03-26,Billing Inquiry,Southeast,Closed,2.45,False
OPS-100716,2025-03-24,2025-03-27,Billing Inquiry,Midwest,Closed,3.63,False
OPS-101289,2025-03-25,2025-03-29,Eligibility Check,Southeast,Closed,4.38,False
OPS-100489,2025-03-25,2025-04-07,Eligibility Check,Southeast,Closed,13.53,False
OPS-100835,2025-03-25,2025-03-27,Service Request,Midwest,Closed,2.39,False
OPS-100062,2025-03-25,2025-03-27,Eligibility Check,West,Closed,2.57,False
OPS-101200,2025-03-25,2025-03-28,Account Setup,Southeast,Closed,3.0,False
OPS-100352,2025-03-25,2025-03-29,Service Request,Southeast,Closed,3.98,False
OPS-101398,2025-03-25,2025-04-07,Renewal Processing,West,Closed,12.96,False
OPS-102175,2025-03-25,2025-03-25,Billing Inquiry,Northeast,Closed,0.76,False
OPS-101327,2025-03-25,2025-03-28,Account Setup,Northeast,Closed,3.79,False
OPS-101841,2025-03-26,2025-04-01,Dispute Resolution,Northeast,Closed,6.53,False
OPS-100863,2025-03-26,2025-03-27,Data Correction,Southeast,Closed,1.09,False
OPS-101445,2025-03-26,2025-03-29,Dispute Resolution,Midwest,Closed,2.95,False
OPS-100284,2025-03-26,2025-03-26,Data Correction,Midwest,Closed,0.49,False
OPS-101796,2025-03-26,2025-03-31,Account Setup,Southeast,Closed,5.29,False
OPS-101571,2025-03-26,2025-04-01,Renewal Processing,West,Closed,5.98,False
OPS-101617,2025-03-26,2025-03-27,Billing Inquiry,Northeast,Closed,1.07,True
OPS-100771,2025-03-26,2025-03-31,Service Request,West,Closed,5.31,False
OPS-100057,2025-03-26,2025-04-05,Dispute Resolution,Southeast,Closed,10.05,False
OPS-100488,2025-03-27,2025-03-30,Billing Inquiry,Southeast,Closed,3.08,False
OPS-100353,2025-03-27,2025-04-04,Renewal Processing,West,Closed,8.12,False
OPS-102092,2025-03-27,2025-03-29,Account Setup,Southeast,Closed,2.17,False
OPS-101962,2025-03-27,2025-03-28,Data Correction,West,Closed,1.38,False
OPS-100143,2025-03-27,2025-03-27,Billing Inquiry,Southeast,Closed,0.13,False
OPS-100460,2025-03-27,2025-03-27,Data Correction,Southeast,Closed,0.87,False
OPS-101264,2025-03-28,2025-04-03,Dispute Resolution,Northeast,Closed,6.45,False
OPS-100671,2025-03-28,2025-03-29,Eligibility Check,Southwest,Closed,1.2,False
OPS-100464,2025-03-29,2025-03-30,Eligibility Check,Southwest,Closed,1.87,False
OPS-101755,2025-03-29,2025-04-01,Service Request,Southwest,Closed,3.79,False
OPS-101312,2025-03-29,2025-04-02,Renewal Processing,Northeast,Closed,4.76,False
OPS-100113,2025-03-30,2025-04-28,Billing Inquiry,Northeast,Closed,29.18,False
OPS-101770,2025-03-30,2025-03-31,Renewal Processing,Southwest,Closed,1.32,False
OPS-101900,2025-03-31,2025-04-01,Billing Inquiry,Midwest,Closed,1.25,True
OPS-100211,2025-03-31,2025-04-03,Renewal Processing,Southeast,Closed,3.03,False
OPS-100132,2025-03-31,2025-04-01,Data Correction,Midwest,Closed,1.52,False
OPS-101860,2025-03-31,2025-04-02,Renewal Processing,Midwest,Closed,2.03,False
OPS-100879,2025-03-31,2025-04-06,Billing Inquiry,Northeast,Closed,5.96,False
OPS-101688,2025-03-31,2025-04-06,Renewal Processing,West,Closed,6.47,False
OPS-100120,2025-04-01,2025-04-06,Account Setup,Southwest,Closed,5.69,False
OPS-102187,2025-04-01,2025-04-02,Account Setup,Southeast,Closed,1.25,False
OPS-100928,2025-04-01,2025-04-05,Service Request,West,Closed,4.26,False
OPS-101094,2025-04-01,2025-04-12,Eligibility Check,Midwest,Closed,11.62,False
OPS-100813,2025-04-01,2025-04-09,Service Request,Midwest,Closed,8.08,False
OPS-100558,2025-04-01,2025-04-01,Service Request,Southwest,Closed,0.74,False
OPS-101273,2025-04-01,2025-04-05,Documentation Review,West,Closed,4.27,True
OPS-101231,2025-04-01,2025-04-02,Eligibility Check,Southeast,Closed,1.47,False
OPS-101279,2025-04-02,2025-04-05,Service Request,Southwest,Closed,3.47,False
OPS-100392,2025-04-02,2025-04-03,Service Request,West,Closed,1.92,False
OPS-100348,2025-04-02,2025-04-03,Billing Inquiry,Midwest,Closed,1.46,False
OPS-100577,2025-04-02,2025-04-07,Eligibility Check,West,Closed,5.48,False
OPS-100482,2025-04-02,2025-04-06,Account Setup,Northeast,Closed,4.85,False
OPS-100129,2025-04-02,2025-04-03,Eligibility Check,Northeast,Closed,1.06,False
OPS-100658,2025-04-03,2025-04-18,Dispute Resolution,Southwest,Closed,15.04,False
OPS-101482,2025-04-03,2025-04-06,Documentation Review,Northeast,Closed,3.83,False
OPS-100273,2025-04-03,2025-04-05,Eligibility Check,Southwest,Closed,2.72,False
OPS-100697,2025-04-03,2025-04-03,Billing Inquiry,West,Closed,0.66,False
OPS-100134,2025-04-03,2025-04-15,Documentation Review,Southeast,Closed,12.56,False
OPS-100772,2025-04-03,2025-04-03,Account Setup,Northeast,Closed,0.34,False
OPS-100674,2025-04-04,2025-04-04,Account Setup,Northeast,Closed,0.74,False
OPS-100826,2025-04-04,2025-05-18,Billing Inquiry,Southeast,Closed,44.8,False
